name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
602,Ham &amp; Cheese &amp; Onion Mashed Potatoes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/54/5/picqap4KM.jpg",PT30M,PT12M,PT42M,"""mashed potatoes"", ""onion"", ""cooked ham"", ""cheddar cheese""",269.8,18.0,14.5,12.7,6,"Add your onion to the mash potatoes.  In bowl add mash potatoes, garlic salt.  Spread into greased 1 1/2 quart baking dish; add the diced ham."", ""Fold cheese into whipped cream, spoon over ham."", ""Bake uncovered at 400°F for 15 minutes or golden brown.",0,0,1
603,Burnished Bananas,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/54/9/picZrdaNy.jpg",PT15M,PT5M,PT20M,"""banana"", ""honey"", ""dark rum""",120.9,0.4,29.8,1.3,1,"Preheat oven to 400F."", ""Lay unpeeled banana on the oven rack and roast for 15 minutes."", ""The skin will be a uniform black-brown and the inside will be soft."", ""Using a sharp knife, slit the banana from end to end."", ""Drizzle with honey and if desired, rum."", ""Eat with a spoon.",0,0,0
604,Spaghetti Bake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/59/2/picOwddXt.jpg",PT40M,PT30M,PT1H10M,"""mild Italian sausage"", ""onions"", ""garlic cloves"", ""dried basil"", ""chopped tomatoes"", ""tomato paste"", ""pepper"", ""fresh spinach"", ""spaghetti"", ""butter"", ""all-purpose flour"", ""milk"", ""mozzarella cheese"", ""salt"", ""fresh ground black pepper"", ""parmesan cheese""",533.4,28.6,42.9,27.1,12,"""In a large pot, cook sausage over medium-high heat, breaking up as it cooks with a spatula."", ""Cook until it is no longer pink."", ""Drain off fat."", ""Add onions, garlic and basil and cook for another 5 minutes to soften onions."", ""Add mushrooms and cook until liquid is evaporated, about 5 minutes."", ""Add tomatoes, tomato paste and pepper; bring to a boil."", ""Reduce heat and simmer for about 15 minutes until most of liquid is evaporated."", ""Stir in spinach."", ""Meanwhile, for topping: in saucepan, melt butter over medium heat."", 
""Whisk in the flour and cook, whisking constantly for 1 minute."", ""Whisk in the milk."", ""Cook, whisking constantly for 12 to 15 minutes until sauce is thickened."", ""Add mozzarella cheese, salt and pepper."", ""Meanwhile, for noodles: cook spaghetti in large pot of boiling salted water for 5 minutes or until tender but firm."", ""Drain and add to MEAT sauce; toss to coat."", ""Spread in 2 greased 8-inch square glass baking dishes (this is what original recipe says, but not adequate--try 2 9 x 13-inch pans instead); pour topping over and then sprinkle with Parmesan cheese."", 
""Bake in 375F° oven for 30 to 40 minutes or until bubbly and golden."")",0,0,1
605,"Emeril Lagasse's Potato, Onion &amp; Roquefort Soup","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/61/0/picf9ik7n.jpg",PT1H,PT30M,PT1H30M,"""unsalted butter"", ""yellow onions"", ""garlic"", ""yukon gold potatoes"", ""salt"", ""black pepper"", ""cayenne"", ""bay leaf"", ""heavy cream"", ""Roquefort cheese"", ""fresh thyme"", ""bacon""",388.8,20.0,44.3,8.5,8,"""In a large saucepan, melt the butter over medium-high heat."", ""Add the onions and cook, stirring, until just beginning to caramelize, about 10 minutes."", ""Add the garlic and cook, stirring, for 30 seconds."", ""Add the potatoes, salt, pepper, cayenne, and bay leaf, and cook, stirring, for 3 minutes."", ""Add the stock and bring to a boil."", ""Reduce the heat to medium-low and simmer, covered, until the potatoes are tender, about 25 to 30 minutes."", ""Remove and discard the bay leaf."", ""Remove from the heat and puree until smooth."", 
""Add the light and heavy creams, and stir well to blend."", ""Gently reheat and barely simmer; careful not to boil."", ""Add 3/4 cup of the cheese, the thyme, and Port, and whisk until the cheese is just melted."", ""Adjust the seasonings, to taste."", ""Top each serving with some of the remaining 1/4 cup of cheese and the crumbled bacon."")",0,0,1
606,Easy Skillet Beef & Hash Browns,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/61/9/picuRT05v.jpg",PT15M,PT5M,PT20M,"""ground beef"", ""water"", ""ketchup"", ""Worcestershire sauce"", ""potatoes"", ""process American cheese""",443.6,25.8,24.6,28.0,4,"In medium skillet over medium-high heat, cook beef until browned, stirring to separate meat."", ""Pour off fat."", ""Add soup, water, ketchup and Worcestershire."", ""Heat to a boil."", ""Stir in potatoes."", ""Reduce heat to medium-low."", ""Cover and cook 10 minutes or until potatoes are done, stirring occasionally."", ""Top with cheese.",0,0,1
607,Cream of Mushroom Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/63/4/pichbywjq.jpg",PT30M,PT20M,PT50M,"""button mushrooms"", ""butter"", ""onion"", ""flour"", ""milk"", ""dried basil"", ""salt"", ""black pepper"", ""fresh basil leaf""",226.5,18.5,10.8,6.3,4,"""Pull the caps away from the mushroom stalks."", ""Finely slice the caps and chop the stalks, keeping the 2 piles separate."", ""Heat the oil and half the butter in a heavy based saucepan and add the chopped onion, mushroom stalks and 1/2-3/4 of the sliced mushroom caps."", ""Fry about 1-2 minutes, stirring frequently, and then cover and sweat over a gentle heat for 6-7 minutes, stirring occasionally."", ""Stir in flour and cook for 1 minute."", ""Gradually add the stock and milk to make a smooth, thin sauce."", 
""Add the basil, and season with salt and pepper."", ""Bring to the boil and then simmer, partly covered, for 15 minutes."", ""Allow to cool slightly and then pour into a food processor or blender and process until smooth."", ""Melt remaining butter in a heavy based frying pan, and fry the remaining mushrooms over a gentle heat for 3-4 minutes until they are just tender."", ""Pour soup into a large clean saucepan and stir in sliced mushrooms."", ""Heat until very hot but not boiling and add salt and pepper to taste."", 
""Add the cream."", ""Serve at once garnished with the basil leaves."")",0,0,1
608,Pasta with mushrooms and spinach,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/66/5/pic7GDThJ.jpg",PT18M,PT15M,PT33M,"""pasta"", ""olive oil"", ""mushrooms"", ""garlic"", ""sun-dried tomatoes"", ""salt"", ""black pepper"", ""fresh basil leaf"", ""cherry tomatoes""",300.1,8.0,47.6,10.5,4,"Cook the pasta in lightly salted boiling water as per packet instructions."", ""Meanwhile, heat the oil in a large frying pan, quickly fry the mushrooms and garlic over a high heat for 2-3 minutes, until just cooked."", ""Add the spinach and stir until just wilted, stir in the sun dried tomatoes and season to taste."", ""Drain pasta and toss into the mushroom and spinach mixture."", ""Turn into a servig dish, and garnish with torn basil leaves and the halved cherry tomatoes.",0,0,0
609,Harvey House Coleslaw,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/68/0/pice3bEfr.jpg",PT2M,PT25M,PT27M,"""head of cabbage"", ""onions"", ""carrots"", ""sugar"", ""celery seed"", ""dry mustard"", ""salt"", ""white vinegar""",126.8,10.4,7.8,1.3,16,"Shred cabbage, onion, and carrots; mix well."", ""Layer cabbage mixture, sprinkling each layer with sugar in 13x9-inch glass dish."", ""Mix celery seed, dry mustard, salt, vinegar, and oil in sauce pan."", ""Bring to a boil."", ""Pour over cabbage mixture."", ""Refrigerate for a day, stirring occasionally.",0,0,0
610,Vermont Maple Float,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/68/9/picAyqOeW.jpg",PT1M,PT0S,PT1M,"""milk"", ""pure maple syrup"", ""vanilla ice cream""",241.7,10.7,30.4,7.3,1,"Pour milk into a tall glass and stir in maple syrup."", ""Mix well, and top with a scoop of ice cream.",0,0,1
611,Delectable Potatoes-n-Onions,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/69/0/picDHKfMn.jpg",PT15M,PT10M,PT25M,"""potatoes"", ""onions"", ""green chili"", ""mustard seeds"", ""Urad Dal"", ""black gram"", ""turmeric powder"", ""curry leaves"", ""salt"", ""coriander leaves"", ""cilantro leaves""",440.7,7.5,86.1,10.3,2,"Heat oil in a skillet on a medium flame and add the mustard seeds and urad dal."", ""When the mustard begins to sputter, add the sliced green chilli, curry leaves, and chopped onions."", ""Saute until the onions become translucent."", ""Now add the boiled potatoes, turmeric powder, and salt."", ""Stir well for a minute or so and switch off the burner."", ""Garnish with corriander and serve immediately!",0,0,0
612,Rice Pudding,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/70/9/picSFRZHe.jpg",PT1H15M,PT5M,PT1H20M,"""water"", ""rice"", ""salt"", ""cornstarch"", ""sugar"", ""milk"", ""raisins"", ""nutmeg"", ""eggs"", ""vanilla"", ""cinnamon""",352.8,8.3,59.9,10.1,8,"""In large saucepan, bring water, rice and salt to a boil."", ""Cover and reduce temperature to low; simmer for 20 minutes until water is absorbed."", ""In small bowl, mix cornstarch and sugar together; Add to rice with milk and nutmeg (do not mix in cinnamon!); stirring occasionally, bring just to boiling point; keep at low simmer (not boil) with lid on for 10-15 minutes, then turn heat off."", ""If you like soft raisins, stir them in now. Cover and let stand for about 15 minutes to  allow temperature to drop, the rice to soften to desired consistency, and flavors to meld."", 
""Add a small quantity of warm milk/rice mixture to eggs and whisk to blend. (I slowly add about 1 cup of warm liquid to eggs, whisking after each addition). (For firm raisins, add them now)."", ""(I slowly add about 1 cup of hot liquid to eggs, whisking after each 1/8 cup)."", ""This will make a nice smooth custard."", ""If you add eggs to hot liquid too quickly, the eggs will curdle."", ""Over medium-high heat, bring mixture barely to the boiling point, stirring constantly."", ""Continue to cook on a low temperature for another 5 minutes, stirring constantly."", 
""Remove from heat and stir in vanilla."", ""Eat warm, or cover top with plastic wrap and chill."", ""Before serving, sprinkle top lightly with cinnamon."")",0,1,1
613,Tava(Pan) Mushrooms,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/71/2/picTbdyHz.jpg",PT35M,PT30M,PT1H5M,"""mushrooms"", ""onion"", ""red chili powder"", ""turmeric powder"", ""cilantro"", ""yogurt"", ""salt""",107.1,9.3,5.1,2.4,4,"""Fry onions in oil until golden brown."", ""Prepare a paste of these onions."", ""Keep aside."", ""Soak almonds, cashews and poppy seeds in water prior to making this dish."", ""Soak for 1 hour."", ""Grind these well to prepare a paste."", ""Now heat oil in a pan."", ""Add ginger-garlic paste."", ""Add cashews-almonds-poppy seeds paste."", ""Add onion paste."", ""Add yogurt."", ""Mix well."", ""Add salt, red chilli powder and turmeric powder."", ""Mix well."", ""Add mushrooms (Each mushroom should be chopped into 4 pieces)."", 
""Mix all well."", ""Put into a serving plate."", ""Garnish with cilantro and serve immediately with rotis/phulkas/naan."")",0,0,1
614,Chicken Pasta,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/71/4/picc9T9iw.jpg",PT15M,PT30M,PT45M,"""angel hair pasta"", ""soy sauce"", ""vinegar"", ""garlic"", ""boneless chicken breast"", ""salt"", ""black pepper"", ""sesame seeds"", ""soy sauce""",448.4,13.3,57.4,26.7,6,"""Cook and drain pasta according to package and set aside."", ""Combine soy sauce, vinegar, sesame oil, and 1 clove minced garlic."", ""Sprinkle both sides of chicken with salt and pepper."", ""In dry skillet, over medium heat, cook sesame seeds until golden, about 2 minutes."", ""Remove from heat and set aside."", ""In same skillet, heat peanut oil over medium heat."", ""Add remaining garlic, cook, stirring, until golden, about 1 minutes (May have to add a bit of water to prevent burning)."", ""Add chicken, cook, stirring, until no longer pink, about 6 minutes."", 
""In large bowl, combine corn, veggies, and pasta with chicken and soy mixture."", ""Toss well."", ""Sprinkle with reserved sesame seeds."")",0,0,0
615,Soba Noodles,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/76/9/17769.jpg",PT10M,PT15M,PT25M,"""soy sauce"", ""sugar"", ""sesame seeds"", ""green onion""",328.4,11.7,49.9,11.0,8,"Cook, drain and rinse noodles."", ""Add sauce, stir and let soak in."", ""Sprinkle with sesame seeds and green onions.",0,0,0
616,Bacon Bitskits,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/77/7/picxBUf2l.jpg",PT13M,PT1M,PT14M,"""oleo"", ""bacon bits""",79.2,3.3,10.8,1.5,10,"Bake biscuits as instructed on can."", ""Cut biscuit open."", ""Butter each half on inside of biscuit."", ""Sprinkle on bacon bits and leave open."", ""WALLA--enjoy.",0,0,0
617,Herbed Chicken with Grapes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/79/0/pic8zIXlB.jpg",PT30M,PT2M,PT32M,"""fat free chicken broth"", ""lemon pepper seasoning"", ""couscous"", ""boneless skinless chicken breast halves"", ""dry white wine"", ""cornstarch"", ""dried thyme leaves"", ""dried basil leaves"", ""red grapes""",365.4,5.4,42.3,33.6,4,"""Reserve ½ cup of the broth."", ""Bring the remainder of the broth and the lemon pepper to a boil."", ""Place couscous in a large bowl and pour the boiling broth over it; cover and let stand for 5 minutes."", ""Meanwhile, gently flatten chicken to uniform thickness."", ""In a large skillet, cook the chicken in oil until cooked through (about 4 minutes per side) and then remove the chicken."", ""Combine reserved ½ cup broth, wine, cornstarch, thyme and basil, and whisk or stir to dissolve the cornstarch."", 
""Pour the mixture into skillet and cook, stirring constantly, until thickened."", ""Return the chicken to the skillet and add the grapes."", ""Heat."", ""Fluff couscous with a fork."", ""Serve chicken over couscous, and garnish with almonds."")",0,0,0
618,Chocolate Cherry Cake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/79/5/picGP3qPu.jpg",PT35M,PT15M,PT50M,"""cherry pie filling"", ""eggs"", ""white sugar"", ""butter"", ""milk"", ""chocolate chips""",186.3,7.6,29.9,1.6,16,"combine cake mix,pie filling,extract, and eggs."", ""Mix by hand and spread on jelly roll pan or 13 x 9 pan"", ""Bake at 350 Until done in middle (25-35 minutes)."", ""Frosting-------------."", ""combine sugar,butter and milk,stir over low heat."", ""Bring to boil for 1 minute."", ""Stir in chocolate chips until melted."", ""Cool then frost.",0,0,1
619,Bacon Topped Meatloaf,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/81/7/3Nu5gHl5S4KL4g0HlhXJ_IMG_0866.JPG",PT1H10M,PT15M,PT1H25M,"""chili sauce"", ""eggs"", ""Worcestershire sauce"", ""onion"", ""cheddar cheese"", ""salt"", ""pepper"", ""lean ground beef"", ""bacon""",361.5,20.4,12.0,30.2,8,"In a bowl, combine the first eight ingredients."", ""Crumble beef over mixture and mix well."", ""Shape into a loaf in an ungreased 13 inch by 9 inch by 2 inch baking dish."", ""Top with bacon."", ""Bake uncovered at 350° for 70-80 minutes or until meat is no longer pink and a meat thermometer reads 160 degrees."", ""Drain, let stand for 10 minutes before cutting.",0,0,1
620,Orange Beets,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/82/4/pic68E02M.jpg",PT1H15M,PT10M,PT1H25M,"""beets"", ""butter"", ""lemon juice"", ""salt"", ""pepper""",51.9,3.1,5.6,1.0,6,"""Leaving root and 1 inch of stem on beets, trim tops and scrub with a brush."", ""Place in a large saucepan, cover with water."", ""Bring to boil, cover, reduce heat, and simmer for 1 hour or until tender."", ""Drain and rinse with cold water."", ""Drain, cool."", ""Trim off beet roots, rub off skins."", ""Cut beets into cubes to measure 3 1/2 cups."", ""Melt butter in a large nonstick frypan over medium heat."", ""Add beets, rind, and next 4 ingredients, (rind through pepper.) Bring to boil, cook until liquid is the consistency of a thin syrup (about 12 minutes), stirring occasionally."", 
""Sprinkle with almonds."")",0,0,1
621,Broccoli Salad,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/83/5/picoxOaS8.jpg",PT9M,PT10M,PT19M,"""broccoli stems"", ""olive oil"", ""green onion"", ""dried tarragon"", ""dry mustard"", ""garlic cloves"", ""red wine vinegar"", ""water"", ""black pepper"", ""salt"", ""Dijon mustard""",63.9,2.8,8.4,3.5,8,"Steam broccoli, covered, 6 minutes or until crisp tender."", ""Drain, place in a large serving bowl."", ""Heat oil in a small saucepan over medium heat."", ""Add onions and next 3 ingredients (onions through garlic), saute for 3 minutes."", ""Remove from heat."", ""Add vinegar, Dijon, water, pepper and salt."", ""Stir with a whisk until blended."", ""Drizzle over broccoli, tossing gently to coat.",0,0,0
622,Cheese and Trees Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/84/1/picW5S7D1.jpg",PT25M,PT15M,PT40M,"""butter"", ""margarine"", ""onion"", ""potatoes"", ""water"", ""vegetable bouillon cubes"", ""broccoli"", ""cheddar cheese""",353.4,17.4,35.7,16.0,4,"""In 2 to 3-quart saucepan over medium heat, melt butter."", ""Add onion; saute 5 minutes."", ""Add potatoes, water and bouillon cubes."", ""Bring to boil, reduce heat, cover and cook until potatoes are just tender, about 15 minutes."", ""Remove 1 cup of potato cubes with slotted spoon; set aside."", ""Pour contents of saucepan into container of electric blender."", ""Holding lid down tightly, blend until smooth; return to saucepan."", ""Alternately, blend with an immersion blender straight in the pot until smooth."", 
""Mix in reserved potatoes and the broccoli."", ""Over medium-low heat gradually add cheese, stirring until heated through and cheese is completely melted."", ""Season with salt and pepper."")",0,0,1
623,Hot and Sour Soup,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/89/2/picRDWidf.jpg",PT20M,PT30M,PT50M,"""hot water"", ""green onion"", ""salt"", ""fresh ground black pepper"", ""bamboo shoots"", ""cornstarch"", ""water"", ""soy sauce"", ""rice vinegar"", ""egg"", ""green onion top"", ""Tabasco sauce""",201.4,8.7,15.3,16.9,5,"""Soak wood ear mushrooms in hot water for 30 minutes."", ""Drain and julienne the mushrooms after removing tough center/core of each mushroom."", ""In a wok, over medium heat, add oil."", ""Season pork with salt and pepper."", ""When the oil is hot, add the pork and chopped white onions and stir fry for 2 minutes."", ""Add all mushrooms, bamboo shoots and bean curd."", ""Season with salt and pepper."", ""Sauté for 2 minutes."", ""Add the stock and bring to a boil."", ""Reduce to a simmer and cook for 5 minutes."", 
""Dissolve the cornstarch in water."", ""Stir the cornstarch mixture into simmering liquid."", ""Bring back to a boil and cook for 2 to 3 minutes."", ""Reduce the heat to a simmer and add the soy sauce and rice vinegar."", ""In a wide circle, stir in the beaten eggs."", ""Stir gently until the eggs are cooked."", ""Season the soup with Tabasco sauce to desired hotness."", ""Reseason soup with salt and pepper to taste."", ""Serve in bowls, topping with green onion tops and crispy noodles (fried strips of wonton wrappers) if desired."", 
""Notes------------."", ""The Tabasco provides the hot, adjust quantity added according to taste."", ""More can be added at the table to allow for additional heat as desired!"", ""The rice vinegar provides the sour;, so add more as needed until desired tartness is achieved."", ""The more soy added, the darker the overall color of the broth, but as it is high in sodium, add more in small quantities and taste accordingly, until desired flavor results."", ""White pepper can be substituted for the black pepper."", 
""Although the fresh ground black pepper more strongly flavors the soup overall than the white pepper does."", ""Can be made vegetarian by eliminating the pork strips."")",0,0,0
624,Veal Scaloppine,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/91/2/picVyXTwU.jpg",PT7M,PT5M,PT12M,"""salt"", ""pepper"", ""butter"", ""parsley"", ""tarragon"", ""chives""",280.7,15.4,0.4,33.1,4,"Pound steaks to 1/8 in. thick."", ""Sprinkle with salt and pepper."", ""Melt butter in 12 inch skillet."", ""Add Steaks and cook on medium high for 3 minutes per side."", ""Add remaining ingredients and cook 1 minute more."", ""Add a little more butter(if needed) to make a sauce.",0,0,1
625,Easy 5-Ingredient Chili,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/92/1/picMEJgVk.jpg",PT15M,PT1M,PT16M,"""ground beef"", ""chili powder"", ""stewed tomatoes"", ""kidney bean""",411.3,18.4,34.2,28.7,4,"brown the ground beef."", ""drain."", ""add chili powder to taste, I usually cover the ground beef."", ""add tomato soup."", ""add stewed tomatoes, undrained."", ""add kidney beans, undrained."", ""heat up in skillet."", ""serve.",0,0,0
626,Tangy Lemon Rice with Peanuts,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/93/3/17933.jpg",PT7M,PT3M,PT10M,"""cooked rice"", ""mustard seeds"", ""Urad Dal"", ""black gram"", ""turmeric powder"", ""asafoetida powder"", ""peanuts"", ""green chili"", ""salt"", ""lemon juice"", ""coriander leaves""",299.4,9.7,46.7,7.0,1,"""Heat oil in a frying pan on medium heat and add mustard seeds and urad dal."", ""When mustard starts to splutter, add turmeric powder, chopped chilli, asafoetida, and peanuts."", ""Saute for about 2 minutes."", ""Then add cooked rice and salt and saute for another 5 minutes."", ""Remove from flame, add lemon juice and mix well."", ""Garnish with chopped corriander and serve!"", ""Note: If you don't have cooked rice on hand, cook 1/4 cup of rice in a pressure cooker, or with about 1/2 to 2/3 cup water in a pot; allow it to cool well before using it in the recipe, since warm rice will tend to clump together in the mixture.""
)",0,1,0
627,Fluffy Orange Sponge Cake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/93/8/pic5C4gIe.jpg",PT1H,PT20M,PT1H20M,"""cake flour"", ""powdered sugar"", ""vanilla"", ""cream of tartar"", ""honey""",100.9,1.4,19.2,2.7,16,"""Combine cake flour and 1/2 cup of the sifted powdered sugar, set aside."", ""In small mixer bowl beat egg yolks with electric mixer on high speed about 6 minutes or till thick and lemon coloured."", ""Gradually add remaining powdered sugar, beating constantly about 4 minutes."", ""Stir in orange peel."", ""Wash beaters thoroughly."", ""In large mixer bowl beat egg whites, vanilla, and cream of tartar till soft peaks form."", ""Gently fold yolk mixture into whites."", ""Sift flour mixture over egg mixture, 1/3 at a time and fold in gently."", 
""Turn into ungreased 9 inch tube pan."", ""Bake in 325 degree oven about 55 minutes or till cake springs baack when lightly touched."", ""Invert cake in pan, cool thoroughly."", ""Remove from pan."", ""With a long tined fork, poke holes in top of cake at 1 inch intervals."", ""For syrup, in a saucepan combine orange juice and honey."", ""Simmer 5 minutes."", ""Remove from heat, stir in almond extract."", ""Spoon syrup evenly over cake, a small amount at a time, allowing cake to absorb syrup."", ""Chill, if desired.""
)",0,0,1
628,Scallops With Zucchini,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/94/6/picgyB2VY.jpg",PT10M,PT8M,PT18M,"""zucchini"", ""olive oil"", ""scallops"", ""butter"", ""garlic"", ""green onions"", ""tomatoes"", ""fresh parmesan cheese""",192.6,6.5,11.0,22.4,4,"In large skillet, heat olive oil, add zucchini, salt and pepper, cook 3 minutes."", ""Remove zucchini from pan."", ""Add scallops to pan."", ""Cook until no longer opaque (about 5 minutes)."", ""Put with zucchini."", ""Add butter to skillet."", ""Add garlic, green onions and tomato."", ""Bring to a boil."", ""boil 1 minute."", ""Add zucchini and scallops."", ""Heat through."", ""Sprinkle with parmesan cheese.",0,0,1
629,Easy Vegetable and Cheese Lasagna,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/95/2/picqW522K.jpg",PT1H5M,PT3M,PT1H8M,"""mushroom"", ""fresh spinach leaves"", ""red bell pepper"", ""fat-free ricotta cheese"", ""nutmeg"", ""lowfat mozzarella cheese""",290.9,9.8,35.1,15.3,6,"""Preheat oven to 375 degrees."", ""Spray 11x7 inch baking dish with cooking spray."", ""Combine ricotta and nutmeg, set aside."", ""Layer ingredients as follows: Spread about a cup of the sauce on bottom of dish; 3 noodles over sauce to cover; another cup of the sauce; ricotta mixture and vegetables; 1/2 of the mozzarella; remaining 3 noodles; remaining sauce."", ""Cover with foil, bake about 1 hour (until noodles are cooked)."", ""Remove foil, add remaining cheese, bake 5 minutes."", ""Let stand 5-10 minutes before serving.""
)",0,1,1
630,Slow Cooked Oriental Pork Chops,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/95/3/O7Wk23QVTbiNTXr6MslE_image.jpg",PT8H,PT10M,PT8H10M,"""garlic clove"", ""soy sauce"", ""chicken broth"", ""brown sugar"", ""cornstarch"", ""cold water""",332.2,21.1,9.9,24.8,4,"""In pan, brown chops both sides in oil then transfer to crockpot."", ""Add garlic to drippings in pan, cook and stir about 1 min or until golden brown."", ""Stir in soy sauce, broth, brown sugar, pepper flakes and cook and stir until dissolved."", ""Pour over chops, cover& cook 7-8 hours on low heat."", ""Remove chops."", ""Combine corn starch& cold water until smooth and stir into slow cooker."", ""Return chops, cover, set to high heat and cook for 20 minutes."", ""Serve over white rice or with a boxed oriental style rice.""
)",0,0,0
631,Lemon Brussels Sprouts,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/95/7/picNMyLdx.jpg",PT15M,PT10M,PT25M,"""Brussels sprouts"", ""butter"", ""fresh lemon juice"", ""parsley""",69.8,3.5,9.1,3.0,6,"Bring a pot of water to a rolling boil and drop in the sprouts; cook for 6 minutes. Drain and plunge the sprouts into ice water to stop the cooking.  Drain again."", ""Melt butter in a skillet over medium heat, add sprouts, stirring to coat them evenly Cook over med-low heat for 5 minutes."", ""Raise heat and add remaining ingredients; toss and serve immediately.",0,0,1
632,Ginger Vegetable Lo Mein,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/97/3/picl796J2.jpg",PT10M,PT20M,PT30M,"""boiling water"", ""egg"", ""red bell pepper"", ""garlic cloves"", ""crushed red pepper flakes"", ""sugar snap peas"", ""snow peas"", ""salt""",311.9,17.9,32.5,7.3,6,"""Place mushrooms in small bowl with boiling water, let stand 20 minutes while proceeding with recipe."", ""After 20 minutes, drain mushrooms and reserve 1/2 cup liquid."", ""Chop mushrooms."", ""Cook noodles according to package directions, toss with 1 tsp sesame oil, return to pan."", ""Combine egg whites and egg."", ""Heat 1 tsp cooking oil and 1 tsp sesame oil in large skillet over medium heat."", ""Add egg mixture."", ""Cook without stirring until egg is set (about 2-3 minutes)."", ""Flip egg and cook until set on other side."", 
""Remove from pan and cut into short strips."", ""Heat remaining 1 tsp cooking oil and 1 tsp sesame oil in same skillet on medium-heat heat."", ""Add mushrooms, red bell pepper, garlic, ginger, crushed red pepper, and peas."", ""Cook and stir for 2-3 minutes."", ""Add mushroom liquid and teriyaki sauce."", ""Bring to a low boil, cook for 3-4 minutes."", ""Toss with noodles and egg strips, sprinkle with salt if desired."", ""Serve with low-sodium soy sauce."")",0,0,0
